employee_id,employee_name,department,position,date,attendance_status,hours_worked,tasks_completed,performance_rating,monthly_salary
EMP2796,Ana Bautista,Engineering,Junior,2024-04-12,Absent,0.61,11.0,2.1,80846.0
EMP3503,Cesar Rivas,Sales,Associate,2023-03-07,Work From Home,4.98,10.0,2.9,28161.0
EMP9022,Emilio Perez,Finance,Senior,2024-01-08,On Leave,9.9,7.0,2.3,101232.0
EMP4470,Paola Ibarra,Operations,Associate,2024-12-31,On Leave,3.74,11.0,4.6,79177.0
EMP9494,Diego Jimenez,Marketing,Senior,2023-02-18,Late,10.39,10.0,1.5,68237.0
EMP5291,Javier Miranda,Marketing,Manager,2024-05-11,On Leave,0.0,8.0,1.3,57450.0
EMP2530,Daniela Paredes,Marketing,Lead,2023-10-05,Present,3.68,7.0,3.9,61359.0
EMP3184,Monica Aguilar,Finance,Lead,2024-11-14,On Leave,6.37,10.0,3.5,114276.0
EMP4228,Beatriz Salazar,Operations,Lead,2024-11-18,Absent,4.3,9.0,4.4,93170.0
EMP9938,Elena Morales,Sales,Senior,2023-04-06,Work From Home,0.53,7.0,3.0,68823.0
EMP6553,Ricardo Delgado,Operations,Manager,2023-11-03,Work From Home,10.12,10.0,3.5,46330.0
EMP3296,Sergio Pena,Marketing,Senior,2023-04-15,On Leave,1.59,7.0,2.8,92710.0
EMP5558,Eduardo Espinoza,Finance,Junior,2024-04-30,Absent,6.095000000000001,7.0,4.0,91529.0
EMP4510,Claudia Suarez,HR,Lead,2023-12-11,Present,8.03,12.0,4.4,36728.0
EMP5135,Pablo Rojas,HR,Senior,2023-05-30,On Leave,1.65,9.0,3.8,73221.5
EMP8433,Roberto Navarro,HR,Manager,2024-05-23,Late,10.92,15.0,1.9,21671.0
EMP8433,Roberto Navarro,HR,Senior,2024-05-27,Late,9.14,3.0,4.4,86540.0
EMP3170,Andres Vargas,HR,Junior,2023-08-23,Late,11.54,0.0,3.3,119125.0
EMP7930,Fernando Molina,Sales,Associate,2023-11-02,Present,6.095000000000001,11.0,3.2,92754.0
EMP9938,Elena Morales,HR,Senior,2024-08-19,Absent,6.63,13.0,1.2,67795.0
EMP9666,Camila Ortiz,Engineering,Senior,2023-08-05,Absent,4.95,4.0,1.7,100856.0
EMP8433,Roberto Navarro,Unknown,Senior,2024-12-27,Present,2.71,9.0,2.0,103238.0
EMP5497,Gabriela Vega,Engineering,Lead,2023-08-05,Late,5.94,10.0,2.4,95750.0
EMP5119,Patricia Ruiz,Sales,Senior,2024-09-22,On Leave,9.7,15.0,2.7,115817.0
EMP1753,Maria Santos,IT Support,Senior,2023-03-01,Work From Home,9.7,15.0,2.4,96544.0
EMP3170,Andres Vargas,Marketing,Associate,2024-12-04,Present,6.095000000000001,2.0,4.3,32219.0
EMP2193,Antonio Medina,Marketing,Lead,2024-10-06,On Leave,6.91,12.0,2.6,39342.0
EMP7930,Fernando Molina,Engineering,Manager,2024-01-18,Absent,8.43,1.0,3.0,113959.0
EMP5291,Javier Miranda,Finance,Senior,2023-06-28,Absent,8.49,11.0,3.7,42983.0
EMP9938,Elena Morales,Engineering,Junior,2023-11-05,Work From Home,5.05,3.0,2.1,99381.0
EMP6862,Jose Cruz,Marketing,Lead,2024-12-23,On Leave,10.96,7.0,5.0,105461.0
EMP9494,Diego Jimenez,IT Support,Associate,2024-09-01,Present,3.09,2.0,2.6,72082.0
EMP2193,Antonio Medina,Operations,Manager,2023-12-25,Present,4.13,8.0,2.1,70667.0
EMP9727,Salvador Bernal,Sales,Associate,2024-10-05,Late,1.17,1.0,4.2,24373.0
EMP4258,Raul Cabrera,Engineering,Senior,2023-06-15,Work From Home,6.095000000000001,0.0,2.3,73221.5
EMP1525,Miguel Herrera,Engineering,Junior,2023-09-11,Work From Home,7.88,8.0,4.3,116607.0
EMP7615,Valentina Gutierrez,Marketing,Senior,2023-11-24,Absent,6.095000000000001,2.0,1.6,70205.0
EMP5915,Jorge Flores,Engineering,Lead,2024-11-11,Work From Home,11.28,5.0,3.3,73225.0
EMP1006,Veronica Soto,HR,Manager,2023-05-08,Late,3.42,5.0,2.8,73221.5
EMP5915,Jorge Flores,Engineering,Senior,2024-10-22,Present,6.095000000000001,9.0,4.4,106298.0
EMP2193,Antonio Medina,Marketing,Lead,2023-04-10,Late,5.26,14.0,1.3,25856.0
EMP2796,Ana Bautista,Marketing,Lead,2024-09-03,Late,10.59,15.0,3.1,34089.0
EMP9727,Salvador Bernal,IT Support,Junior,2023-07-01,On Leave,11.42,15.0,4.0,119598.0
EMP5497,Gabriela Vega,HR,Lead,2023-12-06,On Leave,8.29,1.0,4.7,68816.0
EMP9938,Elena Morales,Unknown,Lead,2023-03-13,Present,1.7,0.0,4.0,48197.0
EMP8019,Adriana Nunez,Unknown,Associate,2024-11-05,Work From Home,7.49,10.0,1.2,23718.0
EMP9004,Marco Sandoval,IT Support,Lead,2023-07-03,Work From Home,1.28,3.0,1.6,45156.0
EMP8433,Roberto Navarro,IT Support,Associate,2024-02-27,On Leave,0.3,10.0,4.2,116345.0
EMP1006,Veronica Soto,Unknown,Junior,2023-08-19,On Leave,11.91,3.0,4.8,104896.0
EMP1166,Isabela Rios,IT Support,Manager,2024-11-27,Present,7.33,4.0,3.0,64444.0
EMP9938,Elena Morales,IT Support,Lead,2023-04-04,On Leave,11.36,7.0,4.5,23495.0
EMP5558,Eduardo Espinoza,IT Support,Senior,2023-04-17,On Leave,2.46,7.0,0.0,27850.0
EMP3170,Andres Vargas,Engineering,Manager,2024-03-29,Work From Home,9.96,11.0,3.2,99087.0
EMP3184,Monica Aguilar,Marketing,Associate,2024-02-20,Present,8.23,9.0,3.6,58671.0
EMP7930,Fernando Molina,HR,Senior,2023-03-22,Late,4.16,14.0,4.0,48047.0
EMP9179,Lucia Romero,Sales,Manager,2024-05-15,Present,1.09,14.0,3.0,87272.0
EMP3503,Cesar Rivas,Marketing,Junior,2024-01-26,Work From Home,4.65,10.0,1.2,117474.0
EMP5558,Eduardo Espinoza,Sales,Junior,2024-08-20,Late,8.5,6.0,3.0,49145.0
EMP1006,Veronica Soto,IT Support,Lead,2023-08-18,Late,3.86,13.0,2.1,30208.0
EMP5497,Gabriela Vega,IT Support,Manager,2024-12-03,Work From Home,9.34,7.0,4.0,57512.0
EMP3546,Renata Montes,Sales,Lead,2023-04-20,Absent,3.05,6.0,1.5,71497.0
EMP7615,Valentina Gutierrez,Unknown,Junior,2024-02-16,Present,5.27,6.0,1.6,57914.0
EMP9938,Elena Morales,Finance,Junior,2023-05-10,Present,6.03,10.0,4.5,77711.0
EMP1006,Veronica Soto,Sales,Manager,2024-06-24,Absent,5.08,9.0,2.2,26258.0
EMP9179,Lucia Romero,HR,Manager,2023-08-01,Late,7.04,7.0,4.1,98116.0
EMP9751,Lorena Acosta,Engineering,Senior,2024-09-21,Work From Home,7.08,4.0,1.5,73221.5
EMP5010,Alfredo Cordova,Operations,Senior,2024-11-07,Present,3.38,7.0,1.2,94943.0
EMP4475,Rosa Mendoza,Marketing,Senior,2023-11-10,Absent,5.35,13.0,3.8,66077.0
EMP6000,Alejandro Fuentes,Engineering,Junior,2024-10-29,Absent,0.48,0.0,1.8,22671.0
EMP5558,Eduardo Espinoza,Operations,Lead,2023-02-27,Late,6.095000000000001,5.0,3.0,76873.0
EMP5542,Carlos Reyes,Finance,Lead,2023-06-29,Work From Home,1.55,7.0,3.2,107562.0
EMP3184,Monica Aguilar,Sales,Associate,2024-03-24,On Leave,9.57,2.0,3.7,38242.0
EMP5915,Jorge Flores,Sales,Senior,2024-04-30,Work From Home,6.23,4.0,4.6,38321.0
EMP8019,Adriana Nunez,Operations,Lead,2024-01-06,Work From Home,2.63,4.0,3.0,119061.0
EMP4475,Rosa Mendoza,HR,Manager,2023-09-29,Work From Home,7.81,13.0,3.6,85278.0
EMP2530,Daniela Paredes,Operations,Lead,2024-10-27,Work From Home,6.095000000000001,10.0,2.5,61505.0
EMP2796,  Ana Bautista  ,IT Support,Manager,2024-11-08,Absent,3.61,11.0,4.1,61662.0
EMP5558,Eduardo Espinoza,Engineering,Senior,2024-11-03,Work From Home,11.57,4.0,1.3,106980.0
EMP5291,Javier Miranda,Operations,Senior,2024-10-19,Absent,11.48,15.0,4.2,109783.0
EMP2588,Luis Torres,HR,Junior,2023-09-22,On Leave,2.66,7.0,2.5,80694.0
EMP9666,Camila Ortiz,Operations,Manager,2023-10-23,Late,5.27,14.0,3.8,55683.0
EMP9179,Lucia Romero,Marketing,Manager,2023-05-28,Late,3.75,10.0,4.9,37139.0
EMP5291,Javier Miranda,Sales,Lead,2024-07-08,Absent,0.43,2.0,3.5,57667.0
EMP5558,  Eduardo Espinoza  ,Marketing,Manager,2023-10-17,Work From Home,0.3,11.0,4.2,78400.0
EMP8433,Roberto Navarro,Unknown,Senior,2023-10-24,Absent,6.87,3.0,4.9,73948.0
EMP9494,Diego Jimenez,Marketing,Manager,2024-05-25,Absent,6.095000000000001,1.0,2.1,37172.0
EMP6862,Jose Cruz,Operations,Manager,2024-09-23,On Leave,2.95,9.0,2.6,92179.0
EMP9004,Marco Sandoval,Marketing,Junior,2023-04-05,Present,7.61,7.0,1.0,37146.0
EMP9179,Lucia Romero,IT Support,Lead,2024-02-03,Work From Home,10.86,0.0,2.5,20772.0
EMP2588,  Luis Torres  ,HR,Associate,2024-05-03,Work From Home,6.095000000000001,7.0,3.7,21217.0
EMP3184,Monica Aguilar,Marketing,Senior,2024-08-21,Present,4.57,11.0,3.7,81797.0
EMP3170,Andres Vargas,Finance,Lead,2023-09-27,Work From Home,2.71,8.0,1.2,118596.0
EMP8018,Oscar Leon,Marketing,Manager,2024-05-28,Late,10.96,5.0,4.7,83156.0
EMP4510,Claudia Suarez,HR,Senior,2024-10-29,Present,2.31,2.0,1.7,90513.0
EMP9751,Lorena Acosta,Finance,Senior,2024-09-18,On Leave,6.095000000000001,4.0,4.7,34802.0
EMP8019,Adriana Nunez,Finance,Manager,2024-10-20,Late,7.62,10.0,1.6,28950.0
EMP7615,Valentina Gutierrez,Engineering,Junior,2023-02-21,Work From Home,3.48,12.0,2.7,40932.0
EMP4510,Claudia Suarez,Engineering,Manager,2024-10-19,Present,11.49,1.0,4.8,107584.0
EMP6947,Carmen Ramos,Sales,Manager,2024-12-07,On Leave,2.22,6.0,2.1,97278.0
EMP7615,Valentina Gutierrez,Engineering,Junior,2023-04-14,Work From Home,7.13,14.0,3.0,26380.0
EMP9494,Diego Jimenez,IT Support,Manager,2023-10-05,Absent,11.2,8.0,3.0,117110.0
EMP9666,Camila Ortiz,Engineering,Manager,2024-09-13,Late,6.11,7.0,3.6,51370.0
EMP4510,Claudia Suarez,HR,Junior,2024-02-07,Absent,6.07,7.0,3.3,26377.0
EMP8019,Adriana Nunez,Engineering,Associate,2023-02-21,Absent,6.095000000000001,7.0,1.2,74172.0
EMP8433,Roberto Navarro,IT Support,Associate,2024-09-11,Present,1.66,8.0,3.6,68655.0
EMP9179,Lucia Romero,Finance,Lead,2023-05-27,Work From Home,3.18,7.0,3.2,117912.0
EMP7930,Fernando Molina,IT Support,Lead,2023-08-28,On Leave,6.41,9.0,4.6,45430.0
EMP3184,Monica Aguilar,Operations,Associate,2024-12-14,Present,6.095000000000001,2.0,1.4,69710.0
EMP6000,Alejandro Fuentes,Sales,Associate,2023-08-30,Absent,1.23,8.0,1.7,40036.0
EMP6553,Ricardo Delgado,Operations,Lead,2023-05-27,Present,3.8,5.0,3.0,73221.5
EMP8018,Oscar Leon,Marketing,Senior,2023-06-11,Late,8.54,5.0,3.0,35907.0
EMP4475,Rosa Mendoza,Sales,Manager,2023-01-22,Absent,0.0,10.0,5.0,94000.0
EMP9004,Marco Sandoval,Unknown,Junior,2024-04-30,On Leave,10.94,5.0,4.2,49329.0
EMP5915,Jorge Flores,Sales,Associate,2023-03-12,Work From Home,6.37,0.0,3.6,77684.0
EMP9179,Lucia Romero,Finance,Associate,2023-12-13,Present,1.29,13.0,4.7,108098.0
EMP7615,Valentina Gutierrez,Finance,Manager,2024-04-13,Work From Home,6.095000000000001,15.0,3.1,102831.0
EMP9727,Salvador Bernal,Operations,Associate,2023-09-28,Absent,7.93,5.0,1.7,29838.0
EMP3296,Sergio Pena,Engineering,Lead,2023-03-31,Late,6.095000000000001,10.0,3.8,92089.0
EMP9920,Natalia Silva,HR,Associate,2023-08-13,Absent,11.49,15.0,3.0,99395.0
EMP6553,Ricardo Delgado,HR,Junior,2023-05-26,On Leave,4.18,10.0,4.1,88303.0
EMP2588,Luis Torres,Finance,Senior,2024-10-12,Absent,6.095000000000001,14.0,2.7,116180.0
EMP4978,Pedro Villanueva,HR,Senior,2024-12-01,Work From Home,7.2,3.0,4.1,65508.0
EMP5349,Sofia Castillo,Sales,Lead,2024-07-23,Absent,5.95,11.0,4.1,61777.0
EMP9751,Lorena Acosta,HR,Lead,2024-11-08,Late,8.72,15.0,3.0,104070.0
EMP9666,Camila Ortiz,HR,Lead,2023-02-05,Present,6.03,4.0,4.8,78856.0
EMP6947,Carmen Ramos,HR,Lead,2023-02-21,On Leave,2.02,13.0,3.0,70165.0
EMP8433,Roberto Navarro,HR,Lead,2024-04-06,Late,8.27,7.0,1.1,73221.5
EMP6947,  Carmen Ramos  ,IT Support,Senior,2023-09-03,Present,0.7,2.0,3.9,29071.0
EMP5558,Eduardo Espinoza,HR,Senior,2024-02-28,Work From Home,4.65,2.0,4.6,51816.0
EMP5558,Eduardo Espinoza,Marketing,Senior,2023-05-11,Work From Home,2.13,0.0,2.6,94381.0
EMP7615,Valentina Gutierrez,Unknown,Manager,2024-02-15,Late,6.29,12.0,3.0,49041.0
EMP5135,Pablo Rojas,Unknown,Junior,2023-04-06,Late,8.77,14.0,4.4,73221.5
EMP2530,Daniela Paredes,IT Support,Manager,2023-10-01,Late,9.85,9.0,4.3,96011.0
EMP9004,Marco Sandoval,Operations,Lead,2024-03-24,On Leave,0.97,1.0,3.9,99129.0
EMP5497,Gabriela Vega,Marketing,Lead,2023-03-16,On Leave,8.26,5.0,2.7,73221.5
EMP4978,  Pedro Villanueva  ,Marketing,Manager,2024-09-20,Late,11.46,12.0,1.1,55825.0
EMP3950,Hector Campos,Marketing,Junior,2024-05-29,Absent,8.08,1.0,1.9,87603.0
EMP2588,Luis Torres,Engineering,Manager,2023-05-19,Work From Home,4.66,11.0,2.7,117290.0
EMP5558,Eduardo Espinoza,Engineering,Manager,2024-09-19,Work From Home,0.65,5.0,4.4,84990.0
EMP6947,Carmen Ramos,Finance,Manager,2023-07-14,Present,3.06,13.0,3.1,90575.0
EMP6000,Alejandro Fuentes,Operations,Manager,2023-11-26,Present,4.66,5.0,2.3,48707.0
EMP4475,Rosa Mendoza,Sales,Manager,2024-02-01,Late,2.22,7.0,1.7,25848.0
EMP4470,Paola Ibarra,IT Support,Senior,2023-05-14,Present,6.68,10.0,2.6,107207.0
EMP6862,Jose Cruz,Operations,Manager,2023-11-22,Work From Home,11.05,7.0,1.4,85035.0
EMP4228,Beatriz Salazar,Unknown,Associate,2023-12-29,Late,2.58,5.0,2.1,39481.0
EMP5349,Sofia Castillo,Engineering,Associate,2023-07-17,Present,1.51,13.0,5.0,77067.0
EMP5119,Patricia Ruiz,Operations,Senior,2023-06-20,Present,4.46,8.0,4.1,23847.0
EMP5915,Jorge Flores,Marketing,Lead,2023-11-25,Work From Home,3.23,13.0,3.6,44633.0
EMP3503,Cesar Rivas,Finance,Lead,2024-04-03,Late,9.52,2.0,1.9,110673.0
EMP2588,Luis Torres,HR,Lead,2023-12-14,Absent,9.61,3.0,1.8,90292.0
EMP1006,Veronica Soto,Marketing,Senior,2024-06-16,Work From Home,5.5,0.0,3.4,74997.0
EMP4510,Claudia Suarez,HR,Junior,2023-02-27,Present,2.79,7.0,3.1,20089.0
EMP5349,Sofia Castillo,HR,Junior,2024-09-02,On Leave,5.21,10.0,3.4,87033.0
EMP3296,Sergio Pena,Unknown,Associate,2023-03-10,Late,2.83,11.0,2.5,94349.0
EMP9494,Diego Jimenez,Sales,Junior,2023-02-02,On Leave,9.71,13.0,4.1,22050.0
EMP5291,Javier Miranda,Engineering,Associate,2023-03-06,Present,8.59,14.0,2.2,25741.0
EMP9751,Lorena Acosta,Operations,Associate,2023-05-10,Work From Home,5.68,3.0,4.8,80952.0
EMP8019,Adriana Nunez,Engineering,Associate,2024-04-17,Late,7.65,14.0,3.7,80981.0
EMP1753,Maria Santos,Engineering,Manager,2023-12-21,Late,7.63,0.0,1.0,106154.0
EMP9022,Emilio Perez,Marketing,Associate,2024-10-24,Late,7.35,12.0,4.9,76420.0
EMP3296,Sergio Pena,Marketing,Junior,2024-05-24,Present,8.94,0.0,2.6,24696.0
EMP9920,Natalia Silva,HR,Manager,2023-07-24,Work From Home,7.11,5.0,1.1,115317.0
EMP6947,Carmen Ramos,Finance,Associate,2023-06-01,Present,6.8,3.0,3.3,33237.0
EMP7930,Fernando Molina,Finance,Lead,2023-05-05,Absent,0.35,7.0,2.2,21792.0
EMP4510,Claudia Suarez,Finance,Senior,2024-07-13,Work From Home,6.095000000000001,15.0,3.6,110067.0
EMP4258,Raul Cabrera,Engineering,Senior,2023-11-25,On Leave,7.24,6.0,2.3,72198.0
EMP4510,Claudia Suarez,Unknown,Junior,2024-04-25,Absent,9.14,10.0,2.5,74254.0
EMP2796,Ana Bautista,HR,Associate,2023-11-05,Late,11.34,4.0,2.2,35726.0
EMP2588,Luis Torres,IT Support,Junior,2024-11-01,On Leave,7.81,6.0,2.8,49949.0
EMP4510,Claudia Suarez,Finance,Junior,2023-09-04,Work From Home,5.99,2.0,4.6,21581.0
EMP9666,Camila Ortiz,HR,Manager,2023-05-10,Work From Home,3.29,1.0,2.2,36551.0
EMP2530,Daniela Paredes,Operations,Manager,2024-05-09,Absent,8.45,13.0,3.4,73221.5
EMP8018,Oscar Leon,HR,Junior,2023-08-04,On Leave,8.04,6.0,3.0,46945.0
EMP3546,Renata Montes,Engineering,Junior,2024-05-27,Present,0.0,11.0,1.4,50427.0
EMP3184,Monica Aguilar,IT Support,Manager,2023-05-13,Present,7.34,2.0,2.2,113969.0
EMP6553,Ricardo Delgado,Sales,Lead,2024-05-03,Late,7.81,9.0,2.1,27754.0
EMP5558,Eduardo Espinoza,Sales,Associate,2024-02-03,Present,3.8,3.0,1.0,60405.0
EMP3546,Renata Montes,Finance,Manager,2023-04-27,On Leave,8.95,15.0,4.1,87271.0
EMP1964,Mariana Guzmán,Engineering,Junior,2023-02-02,Work From Home,10.32,2.0,2.0,107684.0
EMP2796,Ana Bautista,Operations,Lead,2024-08-22,Work From Home,5.8,5.0,1.7,36827.0
EMP8018,Oscar Leon,Marketing,Associate,2024-04-13,Work From Home,6.095000000000001,15.0,3.0,95066.0
EMP9666,Camila Ortiz,Engineering,Junior,2024-01-28,Absent,6.04,9.0,1.3,25992.0
EMP9920,Natalia Silva,Sales,Manager,2024-03-27,On Leave,5.54,9.0,3.0,74874.0
EMP4510,Claudia Suarez,Engineering,Junior,2024-08-01,Late,0.37,7.0,1.1,49470.0
EMP9751,Lorena Acosta,Operations,Senior,2023-12-29,Present,3.21,12.0,2.5,73218.0
EMP8433,  Roberto Navarro  ,HR,Lead,2023-11-25,Present,2.89,8.0,3.0,92154.0
EMP1525,Miguel Herrera,Finance,Manager,2023-09-09,Late,5.99,10.0,4.1,84044.0
EMP2796,  Ana Bautista  ,Engineering,Associate,2024-11-27,On Leave,5.07,2.0,2.5,81348.0
EMP2796,Ana Bautista,Finance,Associate,2023-08-31,On Leave,6.095000000000001,10.0,3.8,116384.0
EMP5573,Constanza Mejia,Unknown,Manager,2024-12-08,Present,6.01,11.0,2.9,58722.0
EMP4258,Raul Cabrera,HR,Junior,2023-06-09,Present,1.89,1.0,2.1,106761.0
EMP9666,Camila Ortiz,IT Support,Associate,2024-04-19,On Leave,10.98,7.0,3.2,37575.0
EMP9751,Lorena Acosta,HR,Lead,2024-08-29,Present,6.77,0.0,3.6,37786.0
EMP6862,Jose Cruz,Operations,Associate,2024-11-26,Late,5.4,11.0,2.8,30077.0
EMP4228,Beatriz Salazar,Operations,Junior,2024-10-08,Late,7.77,2.0,1.4,108916.0
EMP7615,Valentina Gutierrez,HR,Lead,2024-01-08,Absent,4.6,4.0,4.7,24635.0
EMP9938,Elena Morales,HR,Junior,2023-01-06,Work From Home,6.87,12.0,3.2,31157.0
EMP5573,Constanza Mejia,Engineering,Associate,2023-07-22,Present,9.88,11.0,3.3,53924.0
EMP1964,Mariana Guzmán,Sales,Senior,2024-04-02,Absent,0.14,7.0,0.0,65938.0
EMP9022,Emilio Perez,Operations,Associate,2024-02-28,Work From Home,3.61,1.0,4.8,116365.0
EMP3296,Sergio Pena,Finance,Associate,2023-12-31,On Leave,6.64,12.0,1.7,96791.0
EMP3950,Hector Campos,Engineering,Associate,2023-03-22,Work From Home,7.31,12.0,3.7,85230.0
EMP2796,Ana Bautista,Unknown,Associate,2024-12-19,Absent,10.39,7.0,3.8,52447.0
EMP2193,Antonio Medina,IT Support,Junior,2023-11-12,On Leave,9.42,15.0,3.0,54734.0
EMP5915,Jorge Flores,Finance,Senior,2023-03-16,Present,0.11,3.0,3.0,86307.0
EMP2530,Daniela Paredes,IT Support,Associate,2024-11-19,Absent,3.73,6.0,1.1,52092.0
EMP2796,Ana Bautista,Unknown,Junior,2024-02-27,Present,6.095000000000001,7.0,3.8,21198.0
EMP2588,Luis Torres,HR,Senior,2023-06-24,Present,10.66,5.0,3.2,73221.5
EMP5291,Javier Miranda,Marketing,Junior,2023-12-27,Work From Home,6.75,13.0,2.1,75363.0
EMP1090,Fernanda Castro,Marketing,Associate,2023-10-08,Late,1.12,11.0,1.3,107098.0
EMP1964,Mariana Guzmán,Marketing,Lead,2023-03-14,Work From Home,8.25,8.0,3.6,45928.0
EMP9666,Camila Ortiz,Operations,Lead,2024-10-20,Work From Home,9.5,4.0,1.4,107878.0
EMP9666,  Camila Ortiz  ,IT Support,Senior,2024-12-22,Late,6.095000000000001,15.0,2.9,93464.0
EMP5558,Eduardo Espinoza,Sales,Senior,2024-07-01,Present,7.48,1.0,3.6,22587.0
EMP9920,Natalia Silva,Sales,Senior,2023-03-04,Present,4.78,6.0,4.8,79600.0
EMP9666,Camila Ortiz,Engineering,Associate,2024-06-13,Work From Home,9.19,1.0,2.6,61888.0
EMP2588,Luis Torres,Operations,Lead,2023-01-16,Work From Home,8.67,13.0,1.3,54737.0
EMP2588,Luis Torres,IT Support,Junior,2023-01-10,Late,10.22,5.0,2.4,77372.0
EMP5349,Sofia Castillo,HR,Senior,2024-05-04,On Leave,1.37,2.0,3.0,95631.0
EMP4978,Pedro Villanueva,Engineering,Senior,2024-09-14,Late,1.78,4.0,3.5,96724.0
EMP9179,Lucia Romero,Operations,Lead,2024-01-18,On Leave,0.73,15.0,1.1,89758.0
EMP4470,Paola Ibarra,Operations,Lead,2024-12-27,Present,7.68,9.0,2.6,62568.0
EMP9666,Camila Ortiz,HR,Manager,2023-11-03,Absent,11.18,3.0,2.1,34029.0
EMP3296,Sergio Pena,Engineering,Lead,2024-05-11,Present,9.11,11.0,3.1,40836.0
EMP5558,Eduardo Espinoza,HR,Manager,2024-10-30,On Leave,5.94,15.0,3.8,78176.0
EMP5573,Constanza Mejia,IT Support,Associate,2024-09-13,Absent,9.62,7.0,3.5,108835.0
EMP5135,Pablo Rojas,Operations,Lead,2024-09-17,Late,4.71,3.0,2.4,80012.0
EMP5291,  Javier Miranda  ,Marketing,Associate,2023-09-16,On Leave,6.095000000000001,13.0,1.3,98372.0
EMP3503,Cesar Rivas,Sales,Junior,2023-03-29,Work From Home,8.02,13.0,1.9,27993.0
EMP3546,Renata Montes,Marketing,Senior,2024-09-11,Absent,2.53,10.0,3.7,54600.0
EMP5010,Alfredo Cordova,Sales,Junior,2023-09-20,Late,7.73,14.0,2.1,26564.0
EMP2530,Daniela Paredes,Operations,Associate,2023-05-14,Late,4.09,5.0,1.2,39360.0
EMP3950,Hector Campos,Marketing,Manager,2023-10-30,Present,11.91,9.0,3.0,106275.0
EMP8433,Roberto Navarro,Marketing,Senior,2023-05-30,Late,10.07,9.0,4.0,24234.0
EMP4978,Pedro Villanueva,Finance,Lead,2024-11-27,Late,6.21,4.0,3.6,43850.0
EMP8018,Oscar Leon,Marketing,Senior,2024-09-16,Late,5.81,7.0,3.2,73221.5
EMP5119,Patricia Ruiz,Marketing,Junior,2024-03-10,Work From Home,0.95,5.0,2.2,33447.0
EMP5135,Pablo Rojas,Marketing,Junior,2024-02-18,Work From Home,10.38,0.0,2.8,27104.0
EMP5573,Constanza Mejia,Unknown,Lead,2024-05-29,On Leave,10.93,1.0,3.1,59862.0
EMP5558,Eduardo Espinoza,Engineering,Senior,2023-07-28,On Leave,3.96,2.0,4.4,32119.0
EMP5573,Constanza Mejia,Operations,Associate,2024-03-24,Absent,0.52,11.0,4.9,100031.0
EMP5349,Sofia Castillo,Marketing,Junior,2024-04-27,Work From Home,1.54,8.0,4.1,43995.0
EMP9938,Elena Morales,Marketing,Junior,2023-09-01,Absent,4.16,10.0,3.0,31629.0
EMP5558,Eduardo Espinoza,IT Support,Lead,2023-09-16,Work From Home,10.02,15.0,4.0,26826.0
EMP1166,Isabela Rios,Engineering,Junior,2023-12-05,Late,1.95,14.0,3.9,21846.0
EMP5349,Sofia Castillo,Finance,Manager,2024-10-29,Absent,5.31,8.0,5.0,77132.0
