employee_id,employee_name,department,position,date,attendance_status,hours_worked,tasks_completed,performance_rating,monthly_salary
EMP4475,Rosa Mendoza,Sales,Manager,01/02/2024,Late,2.22,,1.7,25848
EMP4470,Paola Ibarra,it support,Senior,14/05/2023,Present,6.68,10,2.6,107207
EMP6862,Jose Cruz,Operatons,Manager,22/11/2023,Work From Home,11.05,7,1.4,85035
EMP4228,Beatriz Salazar,,Associate,29/12/2023,Late,2.58,5,2.1,39481
EMP5349,Sofia Castillo,Engineering,Associate,17/07/2023,Present,1.51,13,5,77067
EMP5119,Patricia Ruiz,Operations,Senior,20/06/2023,present,4.46,8,4.1,23847
EMP5915,Jorge Flores,Marketing,Lead,25/11/2023,Work From Home,3.23,13,3.6,44633
EMP5010,Alfredo Cordova,Operations,Senior,07/11/2024,Present,3.38,7,1.2,94943
EMP3503,Cesar Rivas,Finance,Lead,03/04/2024,Late,9.52,2,1.9,110673
EMP2588,Luis Torres,HR,Lead,14/12/2023,Absent,9.61,3,1.8,90292
EMP5558,Eduardo Espinoza,Finance,Associate,13/05/2024,Work From Home,7.63,5,1.7,57858
EMP1006,Veronica Soto,Marketing,Senior,16/06/2024,Work From Home,5.5,0,3.4,74997
EMP4510,Claudia Suarez,HR,Junior,27/02/2023,Present,2.79,7,3.1,20089
EMP5349,Sofia Castillo,HR,Junior,02/09/2024,On Leave,5.21,10,3.4,87033
EMP3296,Sergio Pena,,Associate,10/03/2023,Late,2.83,11,2.5,94349
EMP9494,Diego Jimenez,Sales,Junior,02/02/2023,on leave,9.71,13,4.1,22050
EMP5291,Javier Miranda,Engineering,Associate,06/03/2023,Present,8.59,14,2.2,25741
EMP9751,Lorena Acosta,Operatons,Associate,10/05/2023,Work From Home,5.68,3,4.8,80952
EMP8019,Adriana Nunez,Engineering,Associate,17/04/2024,Late,7.65,14,3.7,80981
EMP1753,Maria Santos,Engineering,Manager,21/12/2023,Late,7.63,0,1,106154
EMP9022,Emilio Perez,Marketing,Associate,24/10/2024,Late,7.35,12,4.9,76420
EMP3296,Sergio Pena,Marketing,Junior,24/05/2024,Present,8.94,0,2.6,24696
EMP9920,Natalia Silva,HR,Manager,24/07/2023,Work From Home,7.11,5,1.1,115317
EMP6947,Carmen Ramos,Finance,Associate,01/06/2023,Present,6.8,3,3.3,33237
EMP7930,Fernando Molina,Finance,Lead,05/05/2023,Absent,0.35,7,2.2,21792
EMP4510,Claudia Suarez,Finance,Senior,13/07/2024,Work From Home,,15,3.6,110067
EMP4258,Raul Cabrera,Engineering,Senior,25/11/2023,On Leave,7.24,6,2.3,72198
EMP4510,Claudia Suarez,,Junior,25/04/2024,Absent,9.14,10,2.5,74254
EMP2796,Ana Bautista,HR,Associate,05/11/2023,Late,11.34,4,2.2,35726
EMP2588,Luis Torres,IT Support,Junior,01/11/2024,On Leave,7.81,6,2.8,49949
EMP4510,Claudia Suarez,Finance,Junior,04/09/2023,Work From Home,5.99,2,4.6,21581
EMP9666,Camila Ortiz,HR,Manager,10/05/2023,Work From Home,3.29,1,2.2,36551
EMP2530,Daniela Paredes,Operations,Manager,09/05/2024,Absent,8.45,13,3.4,
EMP8018,Oscar Leon,HR,Junior,04/08/2023,On Leave,8.04,6,,46945
EMP3546,Renata Montes,Engineering,Junior,27/05/2024,Present,0,11,1.4,50427
EMP3184,Monica Aguilar,IT Support,Manager,13/05/2023,Present,7.34,2,2.2,113969
EMP6553,Ricardo Delgado,Sales,Lead,03/05/2024,Late,7.81,9,2.1,27754
EMP5558,Eduardo Espinoza,Sales,Associate,03/02/2024,Present,3.8,3,1,60405
EMP3546,Renata Montes,Finance,Manager,27/04/2023,On Leave,8.95,15,4.1,87271
EMP1964,Mariana Guzmán,Engineering,Junior,02/02/2023,Work From Home,10.32,2,2,107684
EMP2796,Ana Bautista,Operations,Lead,22/08/2024,Work From Home,5.8,5,1.7,36827
EMP8018,Oscar Leon,Marketing,Associate,13/04/2024,Work From Home,,15,3,95066
EMP9666,Camila Ortiz,Engineering,Junior,28/01/2024,Absent,6.04,9,1.3,25992
EMP9920,Natalia Silva,Sales,Manager,27/03/2024,On Leave,5.54,9,3,74874
EMP4510,Claudia Suarez,Engineering,Junior,01/08/2024,Late,0.37,7,1.1,49470
EMP9751,Lorena Acosta,Operations,Senior,29/12/2023,Present,3.21,12,2.5,73218
EMP8433,  Roberto Navarro  ,HR,Lead,25/11/2023,Present,2.89,8,3,92154
EMP1525,Miguel Herrera,Finance,Manager,09/09/2023,Late,5.99,10,4.1,84044
EMP2796,  Ana Bautista  ,Engineering,Associate,27/11/2024,On Leave,5.07,2,2.5,81348
EMP2796,Ana Bautista, Finance,Associate,31/08/2023,On Leave,,10,3.8,116384
EMP5573,Constanza Mejia,,Manager,08/12/2024,Present,6.01,11,2.9,58722
EMP4258,Raul Cabrera,HR,Junior,09/06/2023,Present,1.89,1,2.1,106761
EMP9666,Camila Ortiz,IT Support,Associate,19/04/2024,On Leave,10.98,,3.2,37575
EMP9751,Lorena Acosta,HR,Lead,29/08/2024,Present,6.77,0,3.6,37786
EMP6862,Jose Cruz,Operations,Associate,26/11/2024,Late,5.4,11,2.8,30077
EMP4228,Beatriz Salazar,Operations,Junior,08/10/2024,Late,7.77,2,1.4,108916
EMP7615,Valentina Gutierrez,HR,Lead,08/01/2024,Absent,4.6,4,4.7,24635
EMP9938,Elena Morales,HR,Junior,06/01/2023,Work From Home,6.87,12,3.2,31157
EMP5573,Constanza Mejia,Engineering,Associate,22/07/2023,Present,9.88,11,3.3,53924
EMP1964,Mariana Guzmán,Sales,Senior,02/04/2024,Absent,0.14,,0,65938
EMP9022,Emilio Perez,Operations,Associate,28/02/2024,Work From Home,3.61,1,4.8,116365
EMP3296,Sergio Pena,Finance,Associate,31/12/2023,On Leave,6.64,12,1.7,96791
EMP3950,Hector Campos,Engineering,Associate,22/03/2023,Work From Home,7.31,12,3.7,85230
EMP2796,Ana Bautista,,Associate,19/12/2024,Absent,10.39,7,3.8,52447
EMP2193,Antonio Medina,IT Support,Junior,12/11/2023,On Leave,9.42,15,6,54734
EMP5915,Jorge Flores,Finance,Senior,16/03/2023,Present,0.11,3,,86307
EMP2530,Daniela Paredes,IT Support,Associate,19/11/2024,Absent,3.73,6,1.1,52092
EMP2796,Ana Bautista,,Junior,27/02/2024,Present,,7,3.8,21198
EMP2588,Luis Torres,HR,Senior,24/06/2023,Present,10.66,5,3.2,
EMP5291,Javier Miranda,Marketing,Junior,27/12/2023,Work From Home,6.75,13,2.1,75363
EMP1090,Fernanda Castro,Marketing,Associate,08/10/2023,Late,1.12,11,1.3,107098
EMP1964,Mariana Guzmán,Marketing,Lead,14/03/2023,Work From Home,8.25,8,3.6,45928
EMP9666,Camila Ortiz,Operations,Lead,20/10/2024,Work From Home,9.5,4,1.4,107878
EMP9666,  Camila Ortiz  ,IT Support,Senior,22/12/2024,Late,25,15,2.9,93464
EMP5558,Eduardo Espinoza,Sales,Senior,01/07/2024,Present,7.48,1,3.6,22587
EMP9920,Natalia Silva,Sales,Senior,04/03/2023,Present,4.78,6,4.8,79600
EMP9666,Camila Ortiz,Engineering,Associate,13/06/2024,Work From Home,9.19,1,2.6,61888
EMP2588,Luis Torres,Operations,Lead,16/01/2023,wfh,8.67,13,1.3,54737
EMP2588,Luis Torres,IT Support,Junior,10/01/2023,Late,10.22,5,2.4,77372
EMP5349,Sofia Castillo,HR,Senior,04/05/2024,On Leave,1.37,2,3,95631
EMP4978,Pedro Villanueva,engineering,Senior,14/09/2024,Late,1.78,4,3.5,96724
EMP9179,Lucia Romero,Operations,Lead,18/01/2024,On Leave,0.73,15,1.1,89758
EMP4470,Paola Ibarra,Operations,Lead,27/12/2024,Present,7.68,9,2.6,62568
EMP5291,Javier Miranda,Engineering,Associate,06/03/2023,Present,8.59,14,2.2,25741
EMP9666,Camila Ortiz,HR,Manager,03/11/2023,Absent,11.18,3,2.1,34029
EMP3296,Sergio Pena,Engineering,Lead,11/05/2024,Present,9.11,11,3.1,40836
EMP5558,Eduardo Espinoza,HR ,Manager,30/10/2024,On Leave,5.94,15,3.8,78176
EMP5573,Constanza Mejia,IT Support,Associate,13/09/2024,Absent,9.62,7,3.5,108835
EMP5135,Pablo Rojas,Operations,Lead,17/09/2024,Late,4.71,3,2.4,80012
EMP5291,  Javier Miranda  ,Marketing,Associate,16/09/2023,On Leave,,13,1.3,98372
EMP3503,Cesar Rivas,Sales,Junior,29/03/2023,Work From Home,8.02,13,1.9,27993
EMP3546,Renata Montes,Marketing,Senior,11/09/2024,Absent,2.53,10,3.7,54600
EMP5010,Alfredo Cordova,Sales,Junior,20/09/2023,Late,7.73,14,2.1,26564
EMP2530,Daniela Paredes,Operations,Associate,14/05/2023,Late,4.09,5,1.2,39360
EMP3950,Hector Campos,Marketing,Manager,30/10/2023,Present,11.91,9,,106275
EMP8433,Roberto Navarro,Marketing,Senior,30/05/2023,late,10.07,9,4,24234
EMP4978,Pedro Villanueva,Finance,Lead,27/11/2024,late,6.21,4,3.6,43850
EMP8018,Oscar Leon,Marketing,Senior,16/09/2024,Late,5.81,7,3.2,
EMP5119,Patricia Ruiz,Marketting,Junior,10/03/2024,Work From Home,0.95,5,2.2,33447
EMP5135,Pablo Rojas,Marketing,Junior,18/02/2024,Work From Home,10.38,0,2.8,27104
EMP5573,Constanza Mejia,,Lead,29/05/2024,On leave,10.93,1,3.1,59862
EMP5558,Eduardo Espinoza,Engineering,Senior,28/07/2023,On Leave,3.96,2,4.4,32119
EMP5573,Constanza Mejia,Operations,Associate,24/03/2024,Absent,0.52,11,4.9,100031
EMP5349,Sofia Castillo,Marketing,Junior,27/04/2024,Work From Home,1.54,8,4.1,43995
EMP9938,Elena Morales,Marketing,Junior,01/09/2023,Absent,4.16,10,6,31629
EMP5558,Eduardo Espinoza,IT Support,Lead,16/09/2023,WFH,10.02,15,4,26826
EMP1166,Isabela Rios,Engineering,Junior,05/12/2023,Late,1.95,14,3.9,21846
EMP5349,Sofia Castillo,Finance,Manager,29/10/2024,Absent,5.31,8,5,77132
EMP9022,Emilio Perez,IT Support,Associate,02/04/2024,Late,6.46,11,3.2,91228
EMP7930,Fernando Molina,Sales,Senior,28/04/2023,Absent,5.62,2,4,49571
EMP9494,  Diego Jimenez  ,IT Support,Associate,31/08/2023,Late,9.48,0,3.2,68353
EMP5558,Eduardo Espinoza,HR,Junior,16/04/2023,Absent,3.76,9,2.5,118717
EMP9666,Camila Ortiz,Engineering,Junior,28/01/2024,Absent,6.04,9,1.3,25992
EMP9727,Salvador Bernal,Marketing,Manager,29/07/2024,On Leave,1.27,7,1.5,78929
EMP1753,Maria Santos,HR,Associate,27/03/2024,Absent,5.48,13,5,37290
EMP9938,Elena Morales,HR,Associate,21/03/2024,late,3.31,9,4.1,67333
EMP5291,Javier Miranda,Operations,Lead,24/07/2023,Absent,1.16,6,,30739
EMP3296,Sergio Pena,Operations,Manager,13/09/2023,Absent,1.14,3,1.5,28083
EMP1090,Fernanda Castro,Engineering,Junior,10/02/2024,On Leave,7.51,7,3.6,112235
EMP8433,Roberto Navarro,HR,Lead,06/04/2024,Late,8.27,,1.1,
EMP6553,Ricardo Delgado,Operations,Senior,05/12/2024,Late,7.55,15,4.9,
EMP8433,Roberto Navarro,Marketing,Lead,11/12/2024,Work From Home,,12,1.1,31542
EMP6000,Alejandro Fuentes,Sales,Associate,05/10/2024,Work From Home,8.98,13,3.7,48474
EMP5542,Carlos Reyes,Sales,Senior,04/05/2023,Absent,11.86,13,2.9,50008
EMP4475,Rosa Mendoza,Marketing,Associate,07/08/2023,Late,7.96,10,2.2,118652
EMP5349,Sofia Castillo,Engineering,Manager,22/11/2023,Work From Home,9.67,11,,111823
EMP2588,  Luis Torres  ,Finance,Manager,12/09/2024,On Leave,10.59,12,4.9,110769
EMP2588,Luis Torres,Sales,Lead,29/12/2023,Present,5.08,14,3.7,104696
EMP1006,Veronica Soto,Operations,Junior,04/04/2023,late,9.5,9,3.2,105799
EMP3503,Cesar Rivas,IT Support,Manager,31/08/2024,Present,7.66,2,4.1,106193
EMP3503,Cesar Rivas,Marketing,Lead,30/04/2023,Late,1.68,1,5,35220
EMP9022,Emilio Perez,HR,Associate,19/11/2023,Work From Home,0.19,6,1.6,113416
EMP9179,Lucia Romero,,Lead,23/06/2023,Work From Home,7.91,9,3.7,101167
EMP3950,Hector Campos,Engineering,Manager,11/01/2024,Absent,,8,4.8,23396
EMP7615,Valentina Gutierrez,Marketing,Associate,19/12/2024,On Leave,,1,1.9,80332
EMP9751,Lorena Acosta,Operations,Lead,28/07/2024,Present,9.88,0,3.7,78414
